keep,B_10_MIN_BLOCK,B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_COUNTRY_CODE,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LOCATION_DESCRIPTION,B_LOCATION_ID,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,B_STATE_CODE,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_10_MIN_BLOCK,E_REGION,E_CAPTURE_TIME,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ERROR_CLEARED_DATE,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_SPECIES_ID,E_SPECIES_NAME,E_STATE_CODE,ENC_PERMIT,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,ENC_ERROR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,REPORTING_METHOD,SAME_10_MIN_BLOCK
,3900745,6,59,2,0,82,3,,1,US,0,69,1,PL,,PL,390,39.125,"4.4 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",326809,745,-74.89167,"LEG FLAG, LEFT LEG ABOVE THE JOINT: A6+ BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,139224311,5/26/2019,26,5,2019,WSW,25.7,3850751,21,14:25:00,,1,US,1,7/19/2019,7,2019,0,7/19/2019,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,LEG FLAG: A+6 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/29/2019,29,5,2019,,0,1.92,139224311,,14,N
,3910745,6,59,2,0,82,3,,10,US,0,69,1,,,,391,39.25,"Dennis Township(Moores Beach), Cumberland County New Jersey, United States (Bandit ID: MOORES)",264823,745,-74.91667,LEG FLAG: ZC BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133254100,5/26/2014,26,5,2014,SW,29.9,3850751,21,17:15:00,,1,US,1,7/19/2019,7,2019,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,LEG FLAG: C+5 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/26/2019,26,5,2019,Record with remarks; ,5,6.92,133254100,,14,N
,3850751,6,21,2,0,82,3,,1,US,0,0,1,PL,Cannon Net,PL,385,38.94167,"Slaughter Beach(Beaches in Mispillion Harbor, 4 km N of Slaughter Beach), Kent County Delaware, United States (Bandit ID: MISPILL)",293053,751,-75.30833,,23332,0,2341,Rufa Red Knot,10,133298241,5/24/2018,24,5,2018,,0,3850751,21,14:25:00,,1,US,1,7/19/2019,7,2019,0,7/19/2019,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,LEG FLAG: 6+P BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/29/2019,29,5,2019,Bird Status VS Provisions; ,1,2.92,133298241,,14,Y
,3850751,6,21,2,0,82,3,,1,US,0,19,1,1,,,385,38.94167,"Mispillion Harbor, 4 km N of Slaughter Beach, Kent County Delaware, United States",61196,751,-75.30833,LEG FLAG: 5XX BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133217126,5/20/2011,20,5,2011,,0,3850751,21,14:20:00,,1,US,1,7/19/2019,7,2019,0,7/19/2019,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,LEG FLAG: 5XX BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/20/2019,20,5,2019,Bird Status VS Provisions; ,8,9.92,133217126,,14,Y
,3850751,6,21,2A,0,82,3,M,1,US,0,69,1,1,,,385,38.94167,"Slaughter Beach(Mispillion Harbor - Osprey Beach), Sussex County Delaware, United States (Bandit ID: MISP_OSP)",297905,751,-75.30833,LEG FLAG: 3N2 BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,132218642,5/13/2014,13,5,2014,,0,3850751,21,17:15:00,,1,US,1,7/19/2019,7,2019,0,7/19/2019,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,LEG FLAG: 3N2 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/26/2019,26,5,2019,,5,6.92,132218642,,14,Y
,3850751,6,21,2A,0,82,3,,1,US,0,69,1,1,,,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,LEG FLAG: 1U5 BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,132218963,5/28/2015,28,5,2015,,0,3850751,21,14:20:00,,1,US,1,7/19/2019,7,2019,0,7/19/2019,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,LEG FLAG: 1U5 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/20/2019,20,5,2019,,4,5.92,132218963,,14,Y
,3850751,6,21,2,0,82,3,,1,US,0,69,1,1,,,385,38.94167,"Mispillion Harbor, 4 km N of Slaughter Beach, Kent County Delaware, United States",61196,751,-75.30833,LEG FLAG: 4EY BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133217069,5/12/2011,12,5,2011,,0,3850751,21,17:15:00,,1,US,1,7/19/2019,7,2019,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: 4EY BLACK ON LIGHT GREEN;at release: LEG FLAG: +PY BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/26/2019,26,5,2019,Record with remarks; ,8,9.92,133217069,,14,Y
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: Y6E BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133202727,5/13/2009,13,5,2009,WSW,23.2,3850751,21,13:15:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: IN:O BLACK ON LIGHT GREEN;at release: LEG FLAG: Y6E BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/16/2017,16,5,2017,Species Mismatch; ,8,9.92,133202727,,14,N
,5340674,0,5,2,0,50,3,Species modified per data conversion of 03/06/2015,1,AR,2,19,8,,,,534,-53.79167,"Punta Popper, Rio Grande, Tierra del Fuego, Antartida e Islas del Atlantico Sur, Argentina",83655,674,-67.675,PLASTIC COLOR LEG BAND: J3X BLACK ON ORANGE;,10662,0,2341,Rufa Red Knot,23,982203669,12/18/2008,18,12,2008,N,6419.1,3850751,21,7:10:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: J3X BLACK ON ORANGE;at release: LEG FLAG: J3X BLACK ON ORANGE;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2017,27,5,2017,Species Mismatch; Unusual Migration; Bird Status VS Provisions; ,9,8.92,982203669,,14,N
,5010634,1,76,2,0,51,3,,1,CA,0,19,6,,,,501,50.225,"Ile de Quarry, Archipel de Minagn, Cote-Nord, Québec, Canada",258412,634,-63.825,LEG FLAG: 69 BLACK ON WHITE;,10700,0,2341,Rufa Red Knot,10,80259184,8/8/2013,8,8,2013,SW,959.8,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: 069 BLACK ON WHITE;at release: LEG FLAG: 069 BLACK ON WHITE;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Species Mismatch; Bird Status VS Provisions; ,4,4.92,80259184,,14,N
,4040650,1,5,2,0,50,3,Species modified per data conversion of 03/06/2015,1,AR,2,19,8,,,,404,-40.79167,"Los Alamos, San Antonio, Rio Negro, Argentina",83657,650,-65.05833,PLASTIC COLOR LEG BAND: H3U BLACK ON ORANGE;,10662,0,2341,Rufa Red Knot,16,982204868,3/26/2008,26,3,2008,N,5543.1,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: H3U BLACK ON ORANGE;at release: LEG FLAG: H3U BLACK ON ORANGE;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Species Mismatch; Bird Status VS Provisions; ,9,9.92,982204868,,14,N
,5340674,0,5,2,0,50,3,Species modified per data conversion of 03/06/2015,1,AR,2,19,8,,,,534,-53.75833,"Rio Grande, Rio Grande, Tierra del Fuego, Antartida e Islas del Atlantico Sur, Argentina",83658,674,-67.725,PLASTIC COLOR LEG BAND: APD BLACK ON ORANGE;,10662,0,2341,Rufa Red Knot,23,982203556,11/16/2005,16,11,2005,N,6416.6,3850751,21,7:10:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: APD BLACK ON ORANGE;at release: LEG FLAG: APD BLACK ON ORANGE;,Slaughter Beach,7,2340,Red Knot,10,23332,5/19/2017,19,5,2017,"Species Mismatch; Unusual Migration; Too Old, See Biologist; Bird Status VS Provisions; ",12,11.92,982203556,,14,N
,5220692,1,15,2,0,53,3,Species modified per data conversion of 03/06/2015,0,CI,2,19,8,,,,522,-52.475,"Twin Hills Mine, Bahia Lomas, Tierra del Fuego, Magallanes y Antartica Chilena, Chile",76481,692,-69.37861,LEG FLAG: EMC WHITE ON RED;,22803,0,2341,Rufa Red Knot,10,128202373,12/1/2008,1,12,2008,N,6322.1,3850751,21,13:15:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: EMC YELLOW ON RED;at release: LEG FLAG: EMC YELLOW ON RED;,Slaughter Beach,7,2340,Red Knot,10,23332,5/16/2017,16,5,2017,Species Mismatch; Unusual Migration; Bird Status VS Provisions; ,9,9.92,128202373,,14,N
,3850751,6,21,2,0,82,3,,1,US,0,0,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,,23332,0,2341,Rufa Red Knot,10,133276868,5/24/2017,24,5,2017,,0,3850751,21,7:10:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: +3A BLACK ON LIGHT GREEN;at release: LEG FLAG: +9J BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2017,27,5,2017,Species Mismatch; Bird Status VS Provisions; ,0,1.92,133276868,,14,Y
,3850751,6,21,2,0,82,3,,1,US,0,0,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,,23332,0,2341,Rufa Red Knot,10,133276852,5/24/2017,24,5,2017,,0,3850751,21,7:10:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,LEG FLAG: H+X BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2017,27,5,2017,Species Mismatch; Bird Status VS Provisions; ,0,1.92,133276852,,14,Y
,3910751,6,59,2,0,82,3,,10,US,0,19,1,,,,391,39.25,"5 mi S from Newport(Raybins Beach at Fortescue), Cumberland County New Jersey, United States (Bandit ID: FORTESCU)",283893,751,-75.25,LEG FLAG: CYC WHITE ON DARK GREEN;,22803,0,2341,Rufa Red Knot,34,133254533,5/14/2015,14,5,2015,S,21.5,3850751,21,7:10:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: CYC WHITE ON DARK GREEN;at release: LEG FLAG: CYC WHITE ON DARK GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2017,27,5,2017,Species Mismatch; Bird Status VS Provisions; ,2,3.92,133254533,,14,N
,3850751,6,21,2,0,82,3,,1,US,0,0,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,,23332,0,2341,Rufa Red Knot,10,133276690,5/24/2017,24,5,2017,,0,3850751,21,7:10:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: Y+H BLACK ON LIGHT GREEN;at release: LEG FLAG: Y+H BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2017,27,5,2017,Species Mismatch; Bird Status VS Provisions; ,0,1.92,133276690,,14,Y
,3850751,6,21,2,0,82,3,Applied ISC 23332_201409111302B; M,1,US,0,69,1,1,,,385,38.94167,"Slaughter Beach(Beaches in Mispillion Harbor, 4 km N of Slaughter Beach), Kent County Delaware, United States (Bandit ID: MISPILL)",293053,751,-75.30833,LEG FLAG: P4T BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133216216,5/27/2009,27,5,2009,,0,3850751,21,7:10:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: P4T BLACK ON LIGHT GREEN;at release: LEG FLAG: P4T BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2017,27,5,2017,Species Mismatch; ,8,9.92,133216216,,14,Y
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"Middle Township(Reeds Beach - South), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",264825,745,-74.91667,LEG FLAG: K85 BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133253971,5/23/2014,23,5,2014,WSW,23.2,3850751,21,7:10:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: K85 BLACK ON LIGHT GREEN;at release: LEG FLAG: K85 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2017,27,5,2017,Species Mismatch; Bird Status VS Provisions; ,3,4.92,133253971,,14,N
,3850751,6,21,2,0,82,3,,1,US,0,0,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,,23332,0,2341,Rufa Red Knot,10,133276692,5/24/2017,24,5,2017,,0,3850751,21,7:10:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: P+V BLACK ON LIGHT GREEN;at release: LEG FLAG: P+V BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2017,27,5,2017,Species Mismatch; Bird Status VS Provisions; ,0,1.92,133276692,,14,Y
,4140695,6,47,2,0,82,3,Mod spp from REKN/2340 --jsm,1,US,0,19,1,FF,cannon net,NA,414,41.70833,"1 mi S from Chatham(North Beach Island), Barnstable County Massachusetts, United States (Bandit ID: NBI)",308211,695,-69.925,"LEG FLAG, LEFT LEG ABOVE THE JOINT: NMY WHITE ON DARK GREEN; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",6957,0,2341,Rufa Red Knot,25,133264759,7/31/2016,31,7,2016,WSW,341.6,3850751,21,7:10:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: NMY WHITE ON DARK GREEN;at release: LEG FLAG: NMY WHITE ON DARK GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2017,27,5,2017,Species Mismatch; Unusual Migration; Bird Status VS Provisions; ,1,2.92,133264759,,14,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"Middle Township(Reeds Beach - South), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",264825,745,-74.91667,LEG FLAG: 733 BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133254022,5/23/2014,23,5,2014,WSW,23.2,3850751,21,7:10:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: 733 BLACK ON LIGHT GREEN;at release: LEG FLAG: 733 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2017,27,5,2017,Species Mismatch; Bird Status VS Provisions; ,3,4.92,133254022,,14,N
,3850751,1,21,2,0,82,3,Age modified from U per time of year -- db,1,US,0,0,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,,23332,0,2341,Rufa Red Knot,10,133279871,5/16/2017,16,5,2017,,0,3850751,21,7:10:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,LEG FLAG: A+A BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2017,27,5,2017,Species Mismatch; Bird Status VS Provisions; ,0,0.92,133279871,,14,Y
,3910745,6,59,2,0,53,3,,1,US,0,25,1,,,,391,39.19167,"Moores Beach, 1.5 mi S of Delmont, Cape May County New Jersey, United States",69999,745,-74.95833,LEG FLAG: A4L BLACK ON LIME;,22803,0,2341,Rufa Red Knot,34,128201910,5/27/2008,27,5,2008,SW,25.5,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: A4L BLACK ON LIGHT GREEN;at release: LEG FLAG: 6Y7 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Species Mismatch; Bird Status VS Provisions; ,9,10.92,128201910,,14,N
,3910751,6,59,2,0,82,3,,10,US,0,19,1,,,,391,39.25,"5 mi S from Newport(Raybins Beach at Fortescue), Cumberland County New Jersey, United States (Bandit ID: FORTESCU)",283893,751,-75.25,LEG FLAG: JMU WHITE ON DARK GREEN;,22803,5,2341,Rufa Red Knot,34,133255544,5/25/2015,25,5,2015,S,21.5,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: JMU WHITE ON DARK GREEN;at release: LEG FLAG: JMU WHITE ON DARK GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Species Mismatch; Bird Status VS Provisions; ,2,3.92,133255544,,14,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: 86U BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133227002,5/27/2011,27,5,2011,WSW,23.2,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: 86U BLACK ON LIGHT GREEN;at release: LEG FLAG: 86U BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Species Mismatch; ,6,7.92,133227002,,14,N
,3910745,6,59,2,0,82,3,,10,US,0,69,1,,,,391,39.25,"Dennis Township(Moores Beach), Cumberland County New Jersey, United States (Bandit ID: MOORES)",264823,745,-74.91667,LEG FLAG: TZ BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133254318,5/26/2014,26,5,2014,SW,29.9,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: TZ BLACK ON LIGHT GREEN;at release: LEG FLAG: TZ BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Species Mismatch; ,3,4.92,133254318,,14,N
,3910751,6,59,2,0,82,3,,10,US,0,19,1,,,,391,39.25,"5 mi S from Newport(Raybins Beach at Fortescue), Cumberland County New Jersey, United States (Bandit ID: FORTESCU)",283893,751,-75.25,LEG FLAG: AHT WHITE ON DARK GREEN;,22803,0,2341,Rufa Red Knot,34,133254925,5/15/2015,15,5,2015,S,21.5,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: AHT WHITE ON DARK GREEN;at release: LEG FLAG: AHT WHITE ON DARK GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Species Mismatch; Bird Status VS Provisions; ,2,3.92,133254925,,14,N
,3900752,6,21,2,0,82,3,,1,US,0,69,1,,Cannon Net,,390,39.05833,"South Bowers Beach(Beach S of jetty at mouth of Murderkill R), Kent County Delaware, United States (Bandit ID: S_BOWERS)",183955,752,-75.39167,LEG FLAG: 79K BLACK ON LIME;,23332,0,2341,Rufa Red Knot,10,133267466,5/23/2016,23,5,2016,SSE,9.2,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: 79K BLACK ON LIGHT GREEN;at release: LEG FLAG: 79K BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Species Mismatch; ,1,2.92,133267466,,14,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"4 mi WNW from Cape May Court House(South part of Kimbles Beach), Cape May County New Jersey, United States (Bandit ID: KIMBLESO)",283894,745,-74.91667,LEG FLAG: HEN WHITE ON DARK GREEN;,22803,0,2341,Rufa Red Knot,34,133255086,5/18/2015,18,5,2015,WSW,23.2,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: HLT WHITE ON DARK GREEN;at release: LEG FLAG: HLT WHITE ON DARK GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Species Mismatch; Bird Status VS Provisions; ,2,3.92,133255086,,14,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,PL,,,390,39.08333,"4.2 mi WNW from Cape May Court House(Cooks Beach - North of road), Cape May County New Jersey, United States (Bandit ID: COOKSNOR)",294076,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: MCC WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269438,5/25/2016,25,5,2016,WSW,23.2,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: MCC WHITE ON DARK GREEN;at release: LEG FLAG: MCC WHITE ON DARK GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Species Mismatch; Bird Status VS Provisions; ,1,2.92,133269438,,14,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =KT BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133268235,5/12/2017,12,5,2017,WSW,23.2,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: =E4 BLACK ON LIGHT GREEN;at release: LEG FLAG: =KT BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Species Mismatch; ,0,1.92,133268235,,14,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: V60 LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133228391,5/21/2013,21,5,2013,WSW,23.2,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: V60 BLACK ON LIGHT GREEN;at release: LEG FLAG: V60 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Record with remarks; Species Mismatch; Bird Status VS Provisions; ,4,5.92,133228391,,14,N
,3850751,6,21,2,0,82,3,Mod spp from REKN/2340 per permit provisions --jsm,1,US,0,69,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Beaches in Mispillion Harbor, 4 km N of Slaughter Beach), Kent County Delaware, United States (Bandit ID: MISPILL)",293053,751,-75.30833,LEG FLAG: 11M BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133262938,5/22/2017,22,5,2017,,0,3850751,21,15:13:00,,1,US,1,7/6/2017,7,2017,0,,1,Cannon Net,66,385,38.94167,Mispillion Harbor - Back Beach,297904,751,-75.30833,at capture: LEG FLAG: 11M BLACK ON LIGHT GREEN;at release: LEG FLAG: 11M BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2017,24,5,2017,Species Mismatch; ,0,1.92,133262938,,14,Y
