keep,B_10_MIN_BLOCK,B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_COUNTRY_CODE,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LOCATION_DESCRIPTION,B_LOCATION_ID,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,B_STATE_CODE,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_10_MIN_BLOCK,E_REGION,E_CAPTURE_TIME,E_CERTIFICATE_FLAG,E_CERTIFICATE_LANGUAGE,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ENC_COUNTY_ORIGINAL,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_REPORT_LOCATION_CHOICE,E_SPECIES_NAME,E_STATE_CODE,E_WHO_OBTAINED_CODE,E_WHY_REPORTED_CODE,ENC_PERMIT,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,SAME_10_MIN_BLOCK
,4130695,1,47,2,0,82,3,,1,US,0,19,1,1,,X,413,41.60833,"2 mi S from Chatham(Minimoy Island), Barnstable County Massachusetts, United States (Bandit ID: MINI)",233893,695,-69.99167,LEG FLAG: EUY WHITE ON GREEN; RADIO TRANSMITTER (OTHER);,6957,0,2341,Rufa Red Knot,25,133243529,9/21/2014,21,9,2014,SW,859.5,3220802,80,,E,E,Enc created from Marker ID#: 243167;;,11,US,13,3/15/2019,3,2019,0,13,1,,29,322,32.36575,Hunting Island State Park,,802,-80.46566,LEFT LEG FLAG: EUY WHITE ON DARK GREEN; ,,13,W,Red Knot,45,21,13,,3/9/2019,9,3,2019,5,5.75,133243529,,N
,2750824,0,25,2,0,54,7,,1,US,0,69,1,,,,275,27.90833,"Largo(B. Suto Rehab, Largo), Pinellas County Florida, United States (Bandit ID: BSR)",278428,824,-82.79167,LEG FLAG: E7A BLACK ON LIGHT GREEN;,21980,0,2341,Rufa Red Knot,12,126204268,11/25/2014,25,11,2014,SSW,6.7,2740824,25,,E,E,Enc created from Marker ID#: 95415;  marker confirmed by photo;,0,US,103,5/9/2017,5,2017,0,103,1,,29,274,27.81422,,,824,-82.82111,RIGHT LEG FLAG: E7A BLACK ON LIGHT GREEN; ,North Redington Beach,13,M,Red Knot,12,21,13,,2/15/2017,15,2,2017,3,2.67,126204268,,N
,3910751,6,59,2,0,53,3,,1,US,0,25,1,,,,391,39.275,"Gandys Beach- SW of Newport, Cumberland County New Jersey, United States",63180,751,-75.24167,MISC.;,22803,0,2341,Rufa Red Knot,34,128200388,6/3/2007,3,6,2007,ESE,21.3,3900745,59,,E,E,Enc created from Marker ID#: 190581; ;;;,0,US,9,5/22/2017,5,2017,0,9,1,,29,390,39.1273,,,745,-74.89241,LEFT LEG FLAG: MT8 BLACK ON LIGHT GREEN; ,Reeds Beach,13,M,Red Knot,34,21,13,,5/20/2017,20,5,2017,10,11.92,128200388,,N
,3910751,6,59,2,0,82,3,,10,US,0,19,1,,,,391,39.25,"BEN DAVIS PT, Cumberland County New Jersey, United States",8867,751,-75.25,LEG FLAG: V92 LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133228806,5/25/2013,25,5,2013,ENE,50.4,3920742,59,,E,E,Enc created from Marker ID#: 222191; ;,0,US,1,8/23/2018,8,2018,0,1,1,,29,392,39.43417,Brigantine Natural,,742,-74.33577,LEFT LEG FLAG: V92 BLACK ON LIGHT GREEN; ,Brigantine,13,WM,Rufa Red Knot,34,21,13,,8/18/2018,18,8,2018,6,7.17,133228806,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"Middle Township(Reeds Beach - South), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",264825,745,-74.91667,LEG FLAG: 606 BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133253589,5/23/2014,23,5,2014,SSW,898.9,2750825,25,,E,E,Enc created from Marker ID#: 265555;,0,US,103,12/11/2019,12,2019,0,103,1,,29,275,27.85398,,,825,-82.84549,LEFT LEG BAND #2: 606 BLACK ON LIGHT GREEN; ,Indian Shores,7,C3M,RUFA RED KNOT,12,21,13,,12/4/2019,4,12,2019,6,7.5,133253589,,N
,3230801,5,80,2,0,54,3,Applied ISC 06658_201709251039BM v4; M,0,US,0,69,1,PL,,,323,32.53611,"1 mi W from Seabrook Island(Deveaux Bank Seabird Sanctuary), Charleston County South Carolina, United States (Bandit ID: DEVEAUX)",305082,801,-80.18861,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 9HJ BLACK ON LIGHT GREEN, STYLE - 3VLR;",6658,0,2341,Rufa Red Knot,45,126204927,5/8/2016,8,5,2016,SSW,436.6,2620820,25,,E,E,Enc created from Marker ID#: 94011; ;;,0,US,71,4/18/2017,4,2017,0,71,1,,29,262,26.4262,,,820,-82.06184,LEFT LEG FLAG: 9HJ BLACK ON LIGHT GREEN; ,Sanibel,13,M,Red Knot,12,21,13,,3/8/2017,8,3,2017,1,1.75,126204927,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"4.6 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",294079,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 91+ BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133268902,5/23/2017,23,5,2017,S,274.3,3510754,63,,E,E,Enc created from Marker ID#: 247883; Updated coord prec per remarks--CSH;,0,US,55,5/10/2019,5,2019,0,55,1,,29,351,35.17376,Cape Hatteras National Seashore,,754,-75.80201,LEFT LEG FLAG: 91+ BLACK ON LIGHT GREEN; ,,13,,Red Knot,37,21,13,,5/9/2019,9,5,2019,2,3.92,133268902,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.6 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",294079,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 97+ BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133268909,5/23/2017,23,5,2017,NE,39.5,3920742,59,,E,E,Enc created from Marker ID#: 222197;;,0,US,1,8/23/2018,8,2018,0,1,1,,29,392,39.43539,,,742,-74.33405,LEG FLAG: 97+ BLACK ON GREEN; ,Brigantine,13,,Rufa Red Knot,34,21,13,,8/18/2018,18,8,2018,2,3.17,133268909,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, RIGHT LEG ABOVE THE JOINT: 8=Y BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133268922,5/27/2017,27,5,2017,S,274.2,3510754,63,,E,E,Enc created from Marker ID#: 247845; Updated coord prec per remarks--CSH;,0,US,55,5/10/2019,5,2019,0,55,1,,29,351,35.17515,Cape Hatteras National Seashore,,754,-75.79804,RIGHT LEG FLAG: 8=Y BLACK ON LIGHT GREEN; ,,13,,Red Knot,37,21,13,,5/7/2019,7,5,2019,2,3.92,133268922,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 1=X BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133268925,5/27/2017,27,5,2017,S,274.4,3510754,63,,E,E,Enc created from Marker ID#: 248485; only option is light green flag;,0,US,55,7/9/2019,7,2019,0,55,1,,29,351,35.17307,,,754,-75.80408,RIGHT LEG BAND #1: 1=X BLACK ON YELLOW; ,Hatteras,7,,Red Knot,37,22,13,,5/19/2019,19,5,2019,2,3.92,133268925,,N
,5010634,2,76,2,0,50,3,Added 81J per remarks and permit authorization --jsm,1,CA,0,19,6,,,,501,50.20833,"Mingan(Ile de Niapiscau, Archipel de Mingan, Cote-Nord), Québec, Canada (Bandit ID: NIAP)",282029,634,-63.74167,LEG FLAG: LML BLACK ON WHITE; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);,10700,0,2341,Rufa Red Knot,10,982253106,9/29/2016,29,9,2016,SW,1210.8,3500755,63,,E,E,Enc created from Marker ID#: 248811;,0,US,95,7/15/2019,7,2019,0,95,1,,29,350,35.09477,,,755,-75.97188,RIGHT LEG BAND #1: LML BLACK ON WHITE; ,Jackson Dunes,7,C3,Red Knot,37,22,13,,5/7/2019,7,5,2019,3,2.92,982253106,,N
,5010634,2,76,2,0,50,3,Added 81J per remarks and permit authorization --jsm,1,CA,0,19,6,,,,501,50.20833,"Mingan(Ile de Niapiscau, Archipel de Mingan, Cote-Nord), Québec, Canada (Bandit ID: NIAP)",282029,634,-63.74167,LEG FLAG: LJP BLACK ON WHITE; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);,10700,0,2341,Rufa Red Knot,10,982253124,10/1/2016,1,10,2016,SW,1200.3,3510754,63,,E,E,Enc created from Marker ID#: 248449; Updated lat/long per remarks--CSH;,11,US,55,5/20/2019,5,2019,0,55,1,,29,351,35.18405,Cape Hatteras National Seashore,,754,-75.77311,RIGHT LEG FLAG: LJP BLACK ON WHITE; ,,13,W,Red Knot,37,21,13,,5/17/2019,17,5,2019,3,2.92,982253124,,N
,5010634,2,76,2,0,50,3,Added 81J per remarks and permit authorization --jsm,1,CA,0,19,6,,,,501,50.20833,"Mingan(Ile de Niapiscau, Archipel de Mingan, Cote-Nord), Québec, Canada (Bandit ID: NIAP)",282029,634,-63.74167,LEG FLAG: LJP BLACK ON WHITE; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);,10700,0,2341,Rufa Red Knot,10,982253124,10/1/2016,1,10,2016,SW,1201.3,3510754,63,,E,E,Enc created from Marker ID#: 248749;;;,0,US,55,5/24/2019,5,2019,0,55,1,,29,351,35.17621,Cape Hatteras National Seashore,,754,-75.79416,RIGHT LEG FLAG: LJP BLACK ON WHITE; ,Hatteras,7,WM,Red Knot,37,22,13,,5/24/2019,24,5,2019,3,2.92,982253124,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =VJ BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269392,5/12/2017,12,5,2017,NW,9.8,3910750,59,,E,E,Enc created from Marker ID#: 216561;,0,US,11,7/23/2018,7,2018,0,11,1,,29,391,39.19623,,,750,-75.02785,LEFT LEG BAND #1: =VJ BLACK ON GREEN; ,Maurice River,13,M,Rufa Red Knot,34,21,13,,5/12/2018,12,5,2018,1,2.92,133269392,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =LM BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",22803,0,2341,Rufa Red Knot,34,133269641,5/12/2017,12,5,2017,NNE,2.9,3900745,59,,E,E,,0,US,9,6/19/2019,6,2019,0,9,1,,29,390,39.12038,,,745,-74.89107,LEFT LEG FLAG: =LM BLACK ON LIGHT GREEN; ,Reeds Beach,13,,Red Knot,34,21,7,,5/20/2019,20,5,2019,2,3.92,133269641,,Y
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =MH BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",22803,0,2341,Rufa Red Knot,34,133269652,5/12/2017,12,5,2017,SSW,318.4,3440764,63,,E,E,Enc created from Marker ID#: 213181; ;;,0,US,31,3/28/2018,3,2018,0,31,1,,29,344,34.69327,,,764,-76.6804,LEFT LEG FLAG: =MH BLACK ON LIGHT GREEN; ,Beaufort,13,M,Red Knot,37,23,13,23414,3/23/2018,23,3,2018,1,2.75,133269652,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =MH BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",22803,0,2341,Rufa Red Knot,34,133269652,5/12/2017,12,5,2017,ESE,7.9,3900744,59,,E,E,Enc created from Marker ID#: 197919;,0,US,9,10/5/2017,10,2017,0,9,1,,29,390,39.05545,,,744,-74.77403,LEFT LEG FLAG: =MH BLACK ON LIGHT GREEN; ,Stone Harbor Manor,7,M,Red Knot,34,21,13,,8/10/2017,10,8,2017,1,2.17,133269652,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =MT BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",22803,0,2341,Rufa Red Knot,34,133269659,5/12/2017,12,5,2017,S,268.5,3510753,63,,E,E,Enc created from Marker ID#: 263015;;,0,US,55,11/13/2019,11,2019,0,55,1,,29,351,35.23314,,,753,-75.60077,LEFT LEG FLAG: =MT BLACK ON LIGHT GREEN; ,Frisco,7,M,Red Knot,37,21,13,,11/3/2019,3,11,2019,3,4.42,133269659,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =MT BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",22803,0,2341,Rufa Red Knot,34,133269659,5/12/2017,12,5,2017,SSW,360.6,3420773,63,,E,E,"Enc created from Marker ID#: 240991; ; Marker is a leg flag not colored leg band in photo, SCP.;",0,US,141,2/28/2019,2,2019,0,141,1,,29,342,34.34601,,,773,-77.66054,RIGHT LEG BAND #1: SILVER; LEFT LEG BAND #1: =MT BLACK ON LIGHT GREEN; ,Kings Landing,7,C3,Red Knot,37,23,13,,2/8/2019,8,2,2019,2,3.67,133269659,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =TT BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269672,5/12/2017,12,5,2017,ESE,8.4,3900744,59,,E,E,Enc created from Marker ID#: 196149;,0,US,9,9/14/2017,9,2017,0,9,1,,29,390,39.02851,,,744,-74.7759,LEFT LEG FLAG: =TT BLACK ON LIGHT GREEN; ,Anglesea,7,M,Red Knot,34,21,13,,8/26/2017,26,8,2017,1,2.17,133269672,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =NE BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269687,5/12/2017,12,5,2017,S,274.2,3510754,63,,E,E,Enc created from Marker ID#: 247847; Updated coord prec per remarks--CSH;,0,US,55,5/10/2019,5,2019,0,55,1,,29,351,35.17515,Cape Hatteras National Seashore,,754,-75.79804,LEFT LEG FLAG: =NE BLACK ON LIGHT GREEN; ,,13,,Red Knot,37,21,13,,5/7/2019,7,5,2019,2,3.92,133269687,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4 mi NW from Lower Township(Villas beaches), Cape May County New Jersey, United States (Bandit ID: VILLAS)",294080,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =YH BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269924,5/14/2017,14,5,2017,S,268.6,3510753,63,,E,E,"Enc created from Marker ID#: 262979; Marker likely a leg flag instead of a leg band, SCP.;;",0,US,55,11/12/2019,11,2019,0,55,1,,29,351,35.23226,,,753,-75.60466,LEFT LEG BAND #2: =YH BLACK ON LIGHT GREEN; ,Frisco,13,C3,Red Knot,37,21,13,,11/9/2019,9,11,2019,3,4.42,133269924,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.6 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",294079,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: A=P BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269978,5/19/2017,19,5,2017,S,274.4,3510754,63,,E,E,Enc created from Marker ID#: 247973;;,0,US,55,5/13/2019,5,2019,0,55,1,,29,351,35.17255,Cape Hatteras National Seashore,,754,-75.80394,LEFT LEG FLAG: A=P BLACK ON LIGHT GREEN; ,Hatteras,7,WM,Red Knot,37,22,13,,5/11/2019,11,5,2019,2,3.92,133269978,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.6 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",294079,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: C=K BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269988,5/19/2017,19,5,2017,NE,39.4,3920742,59,,E,E,Enc created from Marker ID#: 222187; ;,0,US,1,8/23/2018,8,2018,0,1,1,,29,392,39.43417,Brigantine Natural,,742,-74.33577,LEFT LEG FLAG: C=K BLACK ON GREEN; ,Brigantine,13,WM,Rufa Red Knot,34,21,13,,8/18/2018,18,8,2018,2,3.17,133269988,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 4=H BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133273040,5/27/2017,27,5,2017,ESE,7.9,3900744,59,,E,E,Enc created from Marker ID#: 197917;,0,US,9,10/5/2017,10,2017,0,9,1,,29,390,39.05545,,,744,-74.77403,LEFT LEG FLAG: 4=H BLACK ON LIGHT GREEN; ,Stone Harbor Manor,7,M,Red Knot,34,21,13,,8/10/2017,10,8,2017,1,2.17,133273040,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 4=H BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133273040,5/27/2017,27,5,2017,SSW,447.9,3330790,80,,E,E,Enc created from Marker ID#: 235805;,0,US,43,2/14/2019,2,2019,0,43,1,,29,333,33.51417,Huntington Beach State Park,,790,-79.04851,LEFT LEG FLAG: 4 = H BLACK ON GREEN; ,Huntington Marsh,7,DM,Red Knot,45,21,13,,1/4/2019,4,1,2019,2,3.58,133273040,,N
,5010635,1,76,2,0,51,3,Added 81J per remarks and permit authorization --jsm,1,CA,0,19,6,,,,501,50.225,"Mingan(Grande Ile, Archipel de Mingan, Cote-Nord), Québec, Canada (Bandit ID: GRANDE)",282028,635,-63.89167,LEG FLAG: EPT BLACK ON WHITE; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);,10700,0,2341,Rufa Red Knot,10,80264259,8/20/2016,20,8,2016,SW,1200.7,3500755,63,,N,E,Enc created from Marker ID#: 217571; ;;,0,US,95,7/23/2018,7,2018,0,95,1,,29,350,35.15855,Cape Hatteras National Seashore - Ocracoke Island,,755,-75.84114,RIGHT LEG FLAG: EPT BLACK ON WHITE; ,Widgen Woods,13,WM,Red Knot,37,21,13,,5/27/2018,27,5,2018,2,2.92,80264259,,N
,5010635,1,76,2,0,51,3,Added 81J per remarks and permit authorization --jsm,1,CA,0,19,6,,,,501,50.225,"Mingan(Grande Ile, Archipel de Mingan, Cote-Nord), Québec, Canada (Bandit ID: GRANDE)",282028,635,-63.89167,LEG FLAG: ENX BLACK ON WHITE; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);,10700,0,2341,Rufa Red Knot,10,80264277,8/20/2016,20,8,2016,SW,798.1,4040731,61,,E,E,Enc created from Marker ID#: 217455; ;;,0,US,103,7/23/2018,7,2018,0,103,1,,29,404,40.69452,Gardiner Park,,731,-73.26709,RIGHT LEG FLAG: ENX BLACK ON WHITE; ,West Bay Shore,13,WM,Red Knot,36,21,13,,5/26/2018,26,5,2018,2,2.92,80264277,,N
,5010635,1,76,2,0,51,3,Added 81J per remarks and permit authorization --jsm,1,CA,0,19,6,,,,501,50.225,"Mingan(Grande Ile, Archipel de Mingan, Cote-Nord), Québec, Canada (Bandit ID: GRANDE)",282028,635,-63.89167,LEG FLAG: EMC BLACK ON WHITE; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);,10700,0,2341,Rufa Red Knot,10,80264280,8/20/2016,20,8,2016,SW,1199.6,3510754,63,,E,E,Enc created from Marker ID#: 247887;Updated coord prec per remarks--CSH;,0,US,55,5/10/2019,5,2019,0,55,1,,29,351,35.16741,Cape Hatteras National Seashore,,754,-75.81891,RIGHT LEG FLAG: EMC BLACK ON WHITE; ,,13,,Red Knot,37,21,13,,5/9/2019,9,5,2019,3,3.92,80264280,,N
,5010635,1,76,2,0,51,3,,1,CA,0,19,6,,,,501,50.225,"Mingan(Grande Ile, Archipel de Mingan, Cote-Nord), Québec, Canada (Bandit ID: GRANDE)",282028,635,-63.89167,LEG FLAG: EMK BLACK ON WHITE;,10700,0,2341,Rufa Red Knot,10,80264284,8/20/2016,20,8,2016,SW,957.6,3850751,21,,E,E,Enc created from Marker ID#: 248857;;,0,US,5,5/29/2019,5,2019,0,5,1,,29,385,38.95095,2992 Lighthouse Rd,,751,-75.31361,RIGHT LEG FLAG: EMK BLACK ON WHITE; ,Mispillion Light,7,WM,Red Knot,10,21,13,,5/26/2019,26,5,2019,3,3.92,80264284,,N
,5010635,1,76,2,0,51,3,,1,CA,0,19,6,,,,501,50.225,"Mingan(Grande Ile, Archipel de Mingan, Cote-Nord), Québec, Canada (Bandit ID: GRANDE)",282028,635,-63.89167,LEG FLAG: EMX BLACK ON WHITE;,10700,0,2341,Rufa Red Knot,10,80264292,8/20/2016,20,8,2016,SW,935.3,3900745,59,,E,E,Enc created from Marker ID#: 190721;  marker corrected per photo;,0,US,9,8/23/2017,8,2017,0,9,1,,29,390,39.12686,,,745,-74.89195,RIGHT LEG FLAG: EMX BLACK ON WHITE; ,Reeds Beach,13,M,Rufa Red Knot,34,21,13,,5/17/2017,17,5,2017,1,1.92,80264292,,N
,5010635,1,76,2,0,51,3,,1,CA,0,19,6,,,,501,50.225,"Mingan(Grande Ile, Archipel de Mingan, Cote-Nord), Québec, Canada (Bandit ID: GRANDE)",282028,635,-63.89167,LEG FLAG: ELN BLACK ON WHITE;,10700,0,2341,Rufa Red Knot,10,80258143,8/20/2016,20,8,2016,SW,935.6,3900745,59,,N,E,Enc created from Marker ID#: 192977;  marker color corrected per photo;;,0,US,9,8/7/2017,8,2017,0,9,1,,29,390,39.12174,,,745,-74.89017,RIGHT LEG BAND #1: ELN BLACK ON WHITE; ,Reeds Beach,13,M,Red Knot,34,21,13,,5/23/2017,23,5,2017,1,1.92,80258143,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.4 mi NW from Cape May Court House(Reeds Beach - South end), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",307533,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =KY BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133268239,5/12/2017,12,5,2017,SSW,277.9,3500755,63,,E,E,"Enc created from Marker ID#: 247875; Updated coord prec per remarks--CSH; finder coords way off in ocean, coords assigned per loc desc/remarks--mcr;",11,US,55,5/10/2019,5,2019,0,55,1,,29,350,35.13635,Cape Hatteras National Seashore,,755,-75.90265,LEFT LEG FLAG: =KY BLACK ON LIGHT GREEN; ,,13,W,Red Knot,37,21,13,,5/8/2019,8,5,2019,2,3.92,133268239,,N
